"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0009145","purine nucleoside triphosphate biosynthetic process","31/557","33/885",3.64696459672688e-05,0.00277169309351243,0.00276127319466463,"ATP5F1A/ATP5MC3/NDUFAB1/NDUFB5/ATP5PD/ATP5F1B/NDUFB7/NDUFB9/NDUFB10/NDUFS2/ATP5MC1/NDUFA12/NDUFA1/NDUFA8/NDUFB4/ATP5ME/COX11/NDUFA7/NDUFS6/NDUFS3/NDUFV1/ATP5PB/NDUFA6/SDHB/NDUFB1/NDUFB8/NDUFB6/NDUFS7/UQCC3/NDUFA10/NDUFS1",31
"GO:0009206","purine ribonucleoside triphosphate biosynthetic process","31/557","33/885",3.64696459672688e-05,0.00277169309351243,0.00276127319466463,"ATP5F1A/ATP5MC3/NDUFAB1/NDUFB5/ATP5PD/ATP5F1B/NDUFB7/NDUFB9/NDUFB10/NDUFS2/ATP5MC1/NDUFA12/NDUFA1/NDUFA8/NDUFB4/ATP5ME/COX11/NDUFA7/NDUFS6/NDUFS3/NDUFV1/ATP5PB/NDUFA6/SDHB/NDUFB1/NDUFB8/NDUFB6/NDUFS7/UQCC3/NDUFA10/NDUFS1",31
"GO:0009144","purine nucleoside triphosphate metabolic process","34/557","37/885",5.03474415334768e-05,0.0033481048619762,0.00333551800159283,"ATP5F1A/ATP5MC3/HSPA1A/NDUFAB1/NDUFB5/ATP5PD/ATP5F1B/NDUFB7/NDUFB9/NDUFB10/NDUFS2/ATP5MC1/NDUFA12/NDUFA1/NDUFA8/NDUFB4/ATP5ME/COX11/NDUFA7/NDUFS6/NDUFS3/NDUFV1/ATP5PB/NDUFA6/SDHB/NDUFB1/NDUFB8/NDUFB6/NDUFS7/BAD/UQCC3/NDUFA10/AK1/NDUFS1",34
"GO:0009199","ribonucleoside triphosphate metabolic process","34/557","37/885",5.03474415334768e-05,0.0033481048619762,0.00333551800159283,"ATP5F1A/ATP5MC3/HSPA1A/NDUFAB1/NDUFB5/ATP5PD/ATP5F1B/NDUFB7/NDUFB9/NDUFB10/NDUFS2/ATP5MC1/NDUFA12/NDUFA1/NDUFA8/NDUFB4/ATP5ME/COX11/NDUFA7/NDUFS6/NDUFS3/NDUFV1/ATP5PB/NDUFA6/SDHB/NDUFB1/NDUFB8/NDUFB6/NDUFS7/BAD/UQCC3/NDUFA10/AK1/NDUFS1",34
"GO:0006091","generation of precursor metabolites and energy","61/557","73/885",5.38252090302711e-05,0.00336882484754167,0.00335616009247573,"CHCHD10/ATP5F1A/ETFB/COX7B/ACO2/NDUFAB1/COX8A/NDUFB5/MDH2/CYC1/ATP5PD/ATP5F1B/COX5B/PDHB/CYB561/COX5A/UQCR10/NDUFB7/NDUFB9/NDUFB10/UQCRH/NDUFS2/NDUFA12/NDUFA1/NDUFA8/IDH2/NDUFB4/ATP5ME/COX17/COX11/NDUFA7/NDUFS6/NDUFS3/NDUFV1/ATP5PB/ZBTB20/IDH1/COX7A2L/NDUFA6/SDHB/PPP1CA/NDUFB1/NDUFB8/MDH1/PTGES3/NDUFB6/GHITM/NDUFS7/CHCHD5/UQCC3/SELENOS/NDUFA10/PPP1CC/FBP1/SURF1/AKT2/MRPS36/NDUFS1/HK1/GFPT1/ETFRF1",61
"GO:0022900","electron transport chain","37/557","41/885",6.11586066453591e-05,0.00361515319281456,0.00360156239133781,"ETFB/COX7B/NDUFAB1/COX8A/NDUFB5/CYC1/COX5B/CYB561/COX5A/UQCR10/NDUFB7/NDUFB9/NDUFB10/UQCRH/NDUFS2/NDUFA12/NDUFA1/NDUFA8/NDUFB4/COX11/NDUFA7/NDUFS6/NDUFS3/NDUFV1/COX7A2L/NDUFA6/SDHB/NDUFB1/NDUFB8/NDUFB6/GHITM/NDUFS7/UQCC3/NDUFA10/SURF1/NDUFS1/ETFRF1",37
"GO:0015986","proton motive force-driven ATP synthesis","29/557","31/885",8.46782180574176e-05,0.00474198021121539,0.00472415321794014,"ATP5F1A/ATP5MC3/NDUFAB1/NDUFB5/ATP5PD/ATP5F1B/NDUFB7/NDUFB9/NDUFB10/NDUFS2/ATP5MC1/NDUFA12/NDUFA1/NDUFA8/NDUFB4/ATP5ME/NDUFA7/NDUFS6/NDUFS3/NDUFV1/ATP5PB/NDUFA6/SDHB/NDUFB1/NDUFB8/NDUFB6/NDUFS7/NDUFA10/NDUFS1",29
"GO:0009142","nucleoside triphosphate biosynthetic process","32/557","35/885",0.000112275938930592,0.00597307995110747,0.00595062476332135,"ATP5F1A/ATP5MC3/NDUFAB1/NDUFB5/ATP5PD/ATP5F1B/NDUFB7/NDUFB9/NDUFB10/NDUFS2/ATP5MC1/NDUFA12/NDUFA1/NDUFA8/NDUFB4/ATP5ME/COX11/NDUFA7/NDUFS6/NDUFS3/NDUFV1/ATP5PB/NDUFA6/SDHB/NDUFB1/NDUFB8/NDUFB6/NDUFS7/UQCC3/NDUFA10/AK1/NDUFS1",32
"GO:0009141","nucleoside triphosphate metabolic process","35/557","39/885",0.000131977902325529,0.00668688038449348,0.00666174173643147,"ATP5F1A/ATP5MC3/HSPA1A/NDUFAB1/NDUFB5/ATP5PD/ATP5F1B/NDUFB7/NDUFB9/NDUFB10/NDUFS2/ATP5MC1/NDUFA12/NDUFA1/NDUFA8/NDUFB4/ATP5ME/COX11/NDUFA7/NDUFS6/NDUFS3/NDUFV1/ATP5PB/NDUFA6/SDHB/DUT/NDUFB1/NDUFB8/NDUFB6/NDUFS7/BAD/UQCC3/NDUFA10/AK1/NDUFS1",35
"GO:0009201","ribonucleoside triphosphate biosynthetic process","31/557","34/885",0.000166914223272429,0.00807257879826657,0.00804223075767158,"ATP5F1A/ATP5MC3/NDUFAB1/NDUFB5/ATP5PD/ATP5F1B/NDUFB7/NDUFB9/NDUFB10/NDUFS2/ATP5MC1/NDUFA12/NDUFA1/NDUFA8/NDUFB4/ATP5ME/COX11/NDUFA7/NDUFS6/NDUFS3/NDUFV1/ATP5PB/NDUFA6/SDHB/NDUFB1/NDUFB8/NDUFB6/NDUFS7/UQCC3/NDUFA10/NDUFS1",31
"GO:0010257","NADH dehydrogenase complex assembly","22/557","23/885",0.000301454740123551,0.0133644934788108,0.0133142510221235,"NDUFAB1/NDUFB5/NDUFAF3/NDUFB7/NDUFB9/NDUFB10/NDUFS2/NDUFA12/NDUFA1/NDUFA8/NDUFB4/NDUFS3/NDUFAF8/NDUFA6/COA1/NDUFB1/NDUFB8/DMAC1/NDUFB6/NDUFS7/NDUFA10/NDUFS1",22
"GO:0032981","mitochondrial respiratory chain complex I assembly","22/557","23/885",0.000301454740123551,0.0133644934788108,0.0133142510221235,"NDUFAB1/NDUFB5/NDUFAF3/NDUFB7/NDUFB9/NDUFB10/NDUFS2/NDUFA12/NDUFA1/NDUFA8/NDUFB4/NDUFS3/NDUFAF8/NDUFA6/COA1/NDUFB1/NDUFB8/DMAC1/NDUFB6/NDUFS7/NDUFA10/NDUFS1",22
"GO:0033108","mitochondrial respiratory chain complex assembly","28/557","31/885",0.000537813262750038,0.0228893324626416,0.0228032823406016,"NDUFAB1/NDUFB5/NDUFAF3/COX14/NDUFB7/NDUFB9/NDUFB10/NDUFS2/NDUFA12/NDUFA1/NDUFA8/NDUFB4/COX17/NDUFS3/COA3/NDUFAF8/NDUFA6/COA1/NDUFB1/NDUFB8/DMAC1/NDUFB6/NDUFS7/UQCC3/NDUFA10/SURF1/NDUFS1/TMEM223",28
"GO:0006120","mitochondrial electron transport, NADH to ubiquinone","20/557","21/885",0.000717705756899541,0.0293707278977351,0.0292603116274428,"NDUFAB1/NDUFB5/NDUFB7/NDUFB9/NDUFB10/NDUFS2/NDUFA1/NDUFA8/NDUFB4/NDUFA7/NDUFS6/NDUFS3/NDUFV1/NDUFA6/NDUFB1/NDUFB8/NDUFB6/NDUFS7/NDUFA10/NDUFS1",20
"GO:1901566","organonitrogen compound biosynthetic process","119/557","161/885",0.000805886560119384,0.0317578999987787,0.0316385093972795,"DBI/MPC2/CKB/ATP5F1A/GATA3/ATP5MC3/NDUFAB1/NDUFB5/ATP5PD/ATP5F1B/CSAD/GALNT1/MRPS7/PDHB/HACD3/MRPS23/NDUFB7/MRPL27/NDUFB9/NDUFB10/MRPS26/MRPS12/RNF139/MRPL12/SELENOT/NDUFS2/ATP5MC1/NDUFA12/NDUFA1/UGCG/CERS2/NDUFA8/MRPL23/NDUFB4/ATP5ME/TMEM14B/COX11/TMED2/NDUFA7/MRPL40/NDUFS6/TMEM14A/NDUFS3/CALR/MRPS18A/NDUFV1/PIGT/ATP5PB/NECAB3/COA3/APRT/MRPS24/MRPS34/NDUFA6/SDHB/TOB1/ZDHHC24/DUT/PPP1CA/MRPL57/TECR/EIF2AK1/PCBD1/GAMT/NDUFB1/GADD45GIP1/NDUFB8/MRPL21/BTG2/MRPL24/RPN2/SERINC3/NDUFB6/PPCS/NDUFS7/MRPL36/HAGH/UQCC3/UHMK1/MRPS18B/NDUFA10/SPR/MRPS14/MCTS1/ADI1/GPAA1/RPN1/MRPL34/CHPF/CANT1/ATG101/PIGP/ZNF385A/CLTC/METTL5/EXOSC5/NFE2L1/AKT2/PRPSAP1/MTHFS/BCAT2/ALG13/CERS6/AK1/PDHX/CPEB4/NDUFS1/TRUB2/MSI2/SECISBP2/IARS2/MRPL35/GFPT1/B3GAT3/RMND1/ZDHHC4/PIGF/CDS1/MALSU1",119
"GO:0090407","organophosphate biosynthetic process","59/557","74/885",0.000945890307007468,0.0359438316662838,0.0358087044795684,"MPC2/CKB/ATP5F1A/PLAAT3/ATP5MC3/NDUFAB1/NDUFB5/SORD/ATP5PD/ATP5F1B/PDHB/NDUFB7/NDUFB9/NDUFB10/NDUFS2/ATP5MC1/NDUFA12/NDUFA1/NDUFA8/NDUFB4/ATP5ME/COX11/NDUFA7/NDUFS6/NDUFS3/NDUFV1/PIGT/ATP5PB/APRT/IDH1/NDUFA6/SDHB/DUT/PMVK/TECR/NDUFB1/NDUFB8/PTPMT1/CDS2/NDUFB6/FDPS/PPCS/DCXR/NDUFS7/HMGCS1/UQCC3/NDUFA10/GPAA1/SH3YL1/PIGP/CDIPT/PRPSAP1/CRLS1/AK1/PDHX/NDUFS1/PIGF/CDS1/GNPAT",59
